UK;Artist;Title;SalonDate;SalonNumber;MedalClass;Genre;Technique;Format (WxL);CurrentLocation
2080;Laugée, Désiré-François;La bouillie;1863;1108;Rappel of 1st class medal;Genre Painting;;;
2081;Laugée, Désiré-François;Le nouveau né;1863;1109;Rappel of 1st class medal;Genre Painting;;;
2068;Laugée, Désiré-François;La mort de Zurbaran;1850-1851;1804;3rd class medal;Genre Painting;;;
2084;Laurens, Jean-Paul;Jésus guérissant un démoniaque;1869;1390;Unique medal;History Painting;Oil on canvas;;Aubigny au Bac, église
2083;Laurens, Jean-Paul;Hérodiade et sa fille;1869;1391;Unique medal;History Painting;;;
2086;Laurens, Jean-Paul;"Vision d’Ezéchiel ; dessin";1869;2888;Unique medal;History Painting;Drawing;;
2085;Laurens, Jean-Paul;"La séduction ; faïence";1869;2889;Unique medal;Genre Painting;;;
2088;Laurens, Jean-Paul;Mort du duc d’Enghien;1872;943;1st class medal;History Painting;Oil on canvas;104cm x 165cm;Alençon, musée des beaux-arts et de la dentelle
2087;Laurens, Jean-Paul;Le pape Formose et Etienne VII;1872;944;1st class medal;History Painting;Oil on canvas;152cm x 100cm;Nantes, musée des beaux-arts
2089;Laurens, Jean-Paul;L'état-major autrichien devant le corps de Marceau;1877;1227;Medal of honor;History Painting;Oil on canvas;300cm x 210cm;
2090;Laurens, Jules-Joseph-Augustin;Campagne de Téhéran (Perse);1857;1600;3rd class medal;Landscape;;;
2094;Laurens, Jules-Joseph-Augustin;"Près Marlotte (Seine-et-Marne) ; lever de lune";1857;1601;3rd class medal;Landscape;;;
2092;Laurens, Jules-Joseph-Augustin;Méditation, paysage, d’après M. Desgoffe;1857;3333;3rd class medal;Landscape;;;
2091;Laurens, Jules-Joseph-Augustin;Chiens, d’après M. Diaz;1857;3334;3rd class medal;Genre Painting;;;
2093;Laurens, Jules-Joseph-Augustin;Portraits, types et costumes turcs;1857;3335;3rd class medal;Genre Painting;;;
2096;Laurens, Jules-Joseph-Augustin;L’hiver en Perse;1867;884;Unique medal;Landscape;;;
2095;Laurens, Jules-Joseph-Augustin;Arbres à Tauves (Auvergne);1867;885;Unique medal;Landscape;;;
2098;Laurens, Jules-Joseph-Augustin;Cuirassier blessé, d’après M. Devilly;1867;2730;Unique medal;Genre Painting;;;
2097;Laurens, Jules-Joseph-Augustin;A l’Aube, d’après M. T. Lobrichon;1867;2731;Unique medal;Landscape;;;
1095;Laurent, Marie Pauline;"Portrait de la reine d'Angleterre ; émail";1848;2710;1st class medal;Portrait;Enamel;;
1097;Lavieille, Eugène;Un soir (18 décembre 1848);1849;1255;3rd class medal;Landscape;;;
1096;Lavieille, Eugène;"Après l’orage ; souvenir de Fontainebleau";1849;1256;3rd class medal;Landscape;;;
1098;Lavieille, Eugène;Vue prise au plateau de Marlotte;1849;1257;3rd class medal;Landscape;;;
1099;Lavieille, Eugène;"Matinée d’avril ; souvenir d’un bois près La Ferté-Milon (Aisne)";1864;1131;Unique medal;Landscape;;;
1100;Lavieille, Eugène;"Soirée de janvier ; souvenir du chemin de Pierrecourt à Nelles-Normandeuse";1864;1132;Unique medal;Landscape;;;
1102;Lavieille, Eugène;Pacage normand;1870;1620;Unique medal;Landscape;;;
1101;Lavieille, Eugène;"Les fougères ; forêt";1870;1621;Unique medal;Landscape;;;Guéret, musée de la Sénatorerie
1104;Lavieille, Eugène;"Pierrefonds en 1858, côté ouest ; aquarelle";1870;3679;Unique medal;Landscape;Watercolour;;
1103;Lavieille, Eugène;"Pierrefonds en 1858, côté nord ; aquarelle";1870;3680;Unique medal;Landscape;Watercolour;;
2100;Layraud, Joseph-Fortuné;Brigands et captifs (Italie);1872;952;2nd class medal;Genre Painting;;;
2099;Layraud, Joseph-Fortuné;Marsyas;1872;953;2nd class medal;History Painting;;;Epinal, musée départemental d'art ancien
1107;Lazerges, Hippolyte;Refugium peccatorum ora pro nobis;1848;2736;2nd class medal;Genre Painting;;;
1106;Lazerges, Hippolyte;"Le Rraïta, paysage et figures ; souvenir d'Alger";1848;2737;2nd class medal;Genre Painting;;;
1108;Lazerges, Hippolyte;Portrait d'enfant;1848;2738;2nd class medal;Portrait;;;
1105;Lazerges, Hippolyte;"La songeuse ; pastel";1848;2739;2nd class medal;Genre Painting;Pastel;;
1111;Lazerges, Hippolyte;S. M. l’Empereur distribuant des secours aux inondés à Lyon;1857;1623;Rappel of 2nd class medal;History Painting;;;
1109;Lazerges, Hippolyte;La Vierge et l’Enfant-Jésus;1857;1624;Rappel of 2nd class medal;History Painting;;;
1110;Lazerges, Hippolyte;L’Albane regardant jouer ses enfants;1857;1625;Rappel of 2nd class medal;History Painting;;;Narbonne, musée d'Art et d'histoire
2101;Le Blant, Julien;Mort du général d’Elbée;1878;1359;3rd class medal;History Painting;;;Nantes, musée des beaux-arts
2102;Le Blant, Julien;"Le bataillon carré ; affaire de Fougères, 1793";1880;2181;2nd class medal;History Painting;Oil on canvas;230cm x 150cm;
1112;Le Gentile, Victor;Vue prise au pont de Saint-Claude, sur les bords de la rivière de Remungol (Morbihan);1853;733;3rd class medal;Landscape;;;
1113;Le Gentile, Victor;"Vue prise au village de La Chaussée ; environs de Nantes";1853;734;3rd class medal;Landscape;;;
1114;Le Gentile, Victor;"Vue prise Id. [au village de La Chaussée ; environs de Nantes]";1853;735;3rd class medal;Landscape;;;
2103;Lebel, Edmond;"Un voeu ; San-Germano (Italie)";1872;957;2nd class medal;Landscape;;;Paris, musée d'Orsay
2104;Lebel, Edmond;Une rue à San-Germano;1872;958;2nd class medal;Landscape;;;
2106;Lecadre, Alphonse-Eugène-Félix;Le réveil;1870;1634;Unique medal;Genre Painting;Oil on canvas;95cm x 96cm;
2105;Lecadre, Alphonse-Eugène-Félix;Dessous de bois;1870;1635;Unique medal;Genre Painting;;;
2107;Lecadre, Alphonse-Eugène-Félix;L'offrande;1874;1119;2nd class medal;Genre Painting;;;Le Havre, musée Malraux
2108;Lecadre, Alphonse-Eugène-Félix;L'amour des bibelots;1874;1120;2nd class medal;Genre Painting;;;
2109;Lechevallier-Chevignard, Edmond;Le Benedicite;1859;1851;3rd class medal;Genre Painting;;;
2110;Lechevallier-Chevignard, Edmond;Les noces du roi de Navarre;1863;1128;Rappel of 3rd class medal;History Painting;Oil on canvas;202cm x 151cm;
2111;Lechevallier-Chevignard, Edmond;Portrait de M. R…;1863;1129;Rappel of 3rd class medal;Portrait;;;
2113;Leclaire, Victor;Fleurs d'hiver;1879;1828;3rd class medal;Still Life;;;
2112;Leclaire, Victor;Fleurs d'automne;1879;1829;3rd class medal;Still Life;Oil on canvas;220cm x 168cm;Semur-en-Auxois, musée municipal
2116;Lecointe, Charles-Joseph;Tentation du Christ;1861;1866;Rappel of 3rd class medal;Landscape;Oil on canvas;127cm x 198cm;Tours, musée des beaux-arts
2114;Lecointe, Charles-Joseph;Paysan romain jouant à la ruzzica;1861;1867;Rappel of 3rd class medal;Genre Painting;Oil on canvas;162cm x 122cm;Poitiers, musée des beaux-arts
2115;Lecointe, Charles-Joseph;Promenade habituelle de Sa Sainteté Pie IX, à Torre di Quinto, dans la campagne de Rome;1861;1868;Rappel of 3rd class medal;Genre Painting;;;
2117;Lecomte du Nouy, Jean-Antoine;Invocation à Neptune;1866;1152;Unique medal;History Painting;Oil on canvas;31cm x 39cm;Lille, palais des Beaux-arts
2118;Lecomte du Nouy, Jean-Antoine;"Portrait de Mlle M. L... ; dessin";1866;2349;Unique medal;Portrait;Drawing;;
2119;Lecomte du Nouy, Jean-Antoine;"L’amour qui passe ; l’amour qui reste";1869;1427;Unique medal;History Painting;;;Boulogne-sur-mer, château-musée
2120;Lecomte du Nouy, Jean-Antoine;Portrait de Mlle E. T…;1869;1428;Unique medal;Portrait;Oil on canvas;90cm x 146cm;Lille, palais des Beaux-arts
2122;Lecomte du Nouy, Jean-Antoine;Les porteurs de mauvaises nouvelles;1872;966;2nd class medal;Genre Painting;;;
2121;Lecomte du Nouy, Jean-Antoine;Démosthène s’exerce à la parole;1872;967;2nd class medal;History Painting;Oil on canvas;38cm x 47cm;
2123;Lecomte-Vernet, Émile;Expédition de Syrie;1863;1133;Rappel of 3rd class medal;Genre Painting;;;
2124;Lecomte-Vernet, Émile;Portrait de Mlle C. D…;1863;1134;Rappel of 3rd class medal;Portrait;;;
2126;Lefebvre, Jules;Pélerinage au Sacro Speco, couvent de San Benedetto, près Subiaco (Etats-Romains);1865;1289;Unique medal;Genre Painting;;;
2125;Lefebvre, Jules;Jeune fille endormie;1865;1290;Unique medal;Genre Painting;;;
2127;Lefebvre, Jules;"Femme couchée ; étude";1868;1505;Unique medal;Genre Painting;;;
2128;Lefebvre, Jules;Portrait de Mlle L. L…;1868;1506;Unique medal;Portrait;;;
2129;Lefebvre, Jules;La Vérité;1870;1663;Unique medal;History Painting;Oil on canvas;112cm x 264cm;Paris, musée d'Orsay
2130;Lefebvre, Jules;Portrait de Mme la V[icom]tesse F. de M.;1870;1664;Unique medal;Portrait;;;
1116;Legras, Auguste;Refugeccaium torpum (litanies de la Sainte Vierge);1857;1680;3rd class medal;History Painting;;;Paris, musée de la Vie romantique
1115;Legras, Auguste;Mater dolorosa;1857;1681;3rd class medal;History Painting;;;
2131;Legros, Alphonse;La lapidation de Saint-Etienne;1867;926;Unique medal;History Painting;;;
2132;Legros, Alphonse;Une scène d’inquisition;1867;927;Unique medal;Genre Painting;;;
2134;Legros, Alphonse;Une amende honorable;1868;1524;Unique medal;Genre Painting;Oil on canvas;177cm x 178cm;Paris, musée d'Orsay
2133;Legros, Alphonse;Un lutrin;1868;1525;Unique medal;Genre Painting;;;
294;Lehmann, Henri;Au pied de la croix;1848;2843;Rappel of 1st class medal;History Painting;;;
298;Lehmann, Henri;Syrènes;1848;2844;Rappel of 1st class medal;History Painting;;;
293;Lehmann, Henri;Léonide;1848;2845;Rappel of 1st class medal;Portrait;;;
297;Lehmann, Henri;Portrait de Mme Louis de B…;1848;2846;Rappel of 1st class medal;Portrait;;;
296;Lehmann, Henri;Idem [Portrait] de Mme Arsène H…;1848;2847;Rappel of 1st class medal;Portrait;;;
295;Lehmann, Henri;Idem [Portrait] de M. Paul F…;1848;2848;Rappel of 1st class medal;Portrait;;;
2135;Lehoux, Pierre-Adrien-Pascal;David et Goliath;1873;914;2nd class medal;History Painting;;;Périgueux, musée du Périgord
2136;Lehoux, Pierre-Adrien-Pascal;Une Océanide;1873;915;2nd class medal;History Painting;;;
2137;Lehoux, Pierre-Adrien-Pascal;Saint Laurent, martyr;1874;1155;1st class medal;History Painting;;;
169;Leibl, Wilhelm;Portrait de Mme ***;1870;1692;Unique medal;Portrait;;;
170;Leibl, Wilhelm;"Portrait de Mme *** ; dessin à la plume";1870;3703;Unique medal;Portrait;Drawing;;
172;Leighton, Frédéric;Le comte Paris, accompagné du père Laurent et d’un cortège de musiciens, se rend à la maison des Capulets pour chercher Juliette, sa fiancée, et la trouve inanimée;1859;1911;2nd class medal;History Painting;Oil on canvas;175cm x 114cm;Adelaide, Art Gallery of South Australia
171;Leighton, Frédéric;"Danse de nègres à Alger ; aquarelle";1859;1912;2nd class medal;Genre Painting;Watercolour;;
1118;Leleux, Adolphe;Improvisateur arabe (Algérie);1848;2875;Rappel of 2nd class medal;Genre Painting;Oil on canvas;145cm x 80cm;Toulon, Crédit municipal
1117;Leleux, Adolphe;Femmes arabes du désert (Algérie);1848;2876;Rappel of 2nd class medal;Genre Painting;;;
1121;Leleux, Armand;La fenaison (environs de la Forêt-Noire);1848;2877;Rappel of 2nd class medal;Genre Painting;Oil on canvas;184cm x 125cm;Grenoble, préfecture de l'Isère
1119;Leleux, Armand;Cazador Andaluz;1848;2878;Rappel of 2nd class medal;Genre Painting;;;
1120;Leleux, Armand;Hiladora Pasiega;1848;2879;Rappel of 2nd class medal;Genre Painting;;;
1122;Leleux, Armand;Mozo de Mulas;1848;2880;Rappel of 2nd class medal;Genre Painting;;;
1125;Leleux, Armand;Le bouquet de la moisson (fête suisse);1857;1698;Rappel of 2nd class medal;Genre Painting;;;
1126;Leleux, Armand;Le grand-père;1857;1699;Rappel of 2nd class medal;Genre Painting;;;Cherbourg
1129;Leleux, Armand;Une dévideuse;1857;1700;Rappel of 2nd class medal;Genre Painting;;;
1124;Leleux, Armand;La rencontre (Suisse Italienne);1857;1701;Rappel of 2nd class medal;Genre Painting;;;
1123;Leleux, Armand;La jeune fermière;1857;1702;Rappel of 2nd class medal;Genre Painting;;;
1127;Leleux, Armand;Le matin, environs d’Annecy (Savoie);1857;1703;Rappel of 2nd class medal;Genre Painting;;;
1128;Leleux, Armand;Sabotier;1857;1704;Rappel of 2nd class medal;Genre Painting;;;
1133;Leleux, Armand;"Le dessin ; intérieur";1859;1918;1st class medal;Genre Painting;Drawing;;
1131;Leleux, Armand;Jeune fille endormie (intérieur suisse);1859;1919;1st class medal;Genre Painting;;;
1134;Leleux, Armand;Le message (intérieur suisse);1859;1920;1st class medal;Genre Painting;;;
1132;Leleux, Armand;La leçon de couture (intérieur suisse);1859;1921;1st class medal;Genre Painting;;;
1130;Leleux, Armand;Faits divers (intérieur suisse);1859;1922;1st class medal;Genre Painting;;;
1135;Leleux, Armand;Le passeur (Savoie);1859;1923;1st class medal;Genre Painting;;;
2138;Leloir, Louis;Daniel dans la fosse aux lions;1864;1180;Unique medal;History Painting;;;
2139;Leloir, Louis;Baptême de sauvages aux îles Canaries;1868;1538;Unique medal;Genre Painting;;;
2140;Leloir, Louis;Le ralliement;1870;1703;Unique medal;Genre Painting;;;
2141;Leloir, Maurice;Dernier voyage de Voltaire à Paris;1878;1396;3rd class medal;Genre Painting;Oil on canvas;90cm x 123cm;
2143;Lematte, Fernand;Portrait de Mme L…;1873;933;3rd class medal;Portrait;;;
2142;Lematte, Fernand;L’enfant à l’épine;1873;934;3rd class medal;Genre Painting;;;
2144;Lematte, Fernand;Oreste et les Furies;1876;1284;1st class medal;History Painting;;;Missing
2145;Lematte, Fernand;Portrait de M. A. Lange;1876;1285;1st class medal;Portrait;;;
1137;Lenepveu, Jules-Eugène;La Vierge au Calvaire;1861;1939;Rappel of 2nd class medal;History Painting;Oil on canvas;230cm x 410cm;Nantes, musée des beaux-arts
1140;Lenepveu, Jules-Eugène;Portrait de M. le docteur B…;1861;1940;Rappel of 2nd class medal;Portrait;;;
1141;Lenepveu, Jules-Eugène;Portrait de Mme B…;1861;1941;Rappel of 2nd class medal;Portrait;;;
1139;Lenepveu, Jules-Eugène;Portrait de M. D..., directeur du Musée d’Angers;1861;1942;Rappel of 2nd class medal;Portrait;;;
1142;Lenepveu, Jules-Eugène;Portrait d’enfant;1861;1943;Rappel of 2nd class medal;Portrait;;;
1136;Lenepveu, Jules-Eugène;"La purification de la Vierge ; dessin";1861;1944;Rappel of 2nd class medal;History Painting;Drawing;;
1138;Lenepveu, Jules-Eugène;"Portrait de M. D... ; dessin";1861;1945;Rappel of 2nd class medal;Portrait;Drawing;;
2146;Lepec, Charles;Deux émaux : La Volupté / 1e La Fantaisie / [sic. pour le classement];1864;2306;Unique medal;History Painting;;;
2147;Lepic, Ludovic-Napoléon;Bateau cassé;1877;1329;3rd class medal;Landscape;;;
2148;Lepic, Ludovic-Napoléon;Tempête;1877;1330;3rd class medal;Landscape;;;
1144;Lepoittevin, Eugène;David Teniers conduisant don Juan d’Autriche, son élève, visiter une kermesse;1848;2923;Rappel of 2nd class medal;History Painting;;;
1145;Lepoittevin, Eugène;Il n’y a pas de feu sans fumée;1848;2924;Rappel of 2nd class medal;Genre Painting;Oil on canvas;46cm x 38cm;
1147;Lepoittevin, Eugène;La lune de miel;1848;2926;Rappel of 2nd class medal;Genre Painting;;;
1149;Lepoittevin, Eugène;Les châtelains;1848;2926;Rappel of 2nd class medal;Genre Painting;;;
1148;Lepoittevin, Eugène;Le croquis d’après nature;1848;2927;Rappel of 2nd class medal;Genre Painting;;;
1150;Lepoittevin, Eugène;"Les trois amis ; souvenir de Normandie";1848;2928;Rappel of 2nd class medal;Genre Painting;;;
1146;Lepoittevin, Eugène;La chasse au marais;1848;2929;Rappel of 2nd class medal;Genre Painting;;;
1143;Lepoittevin, Eugène;Backuysen offrant sa bourse à des marins pour l'embarquer par un gros temps;1848;2930;Rappel of 2nd class medal;History Painting;;;
2149;Lerolle, Henri;Jacob chez Laban;1879;1906;3rd class medal;History Painting;Oil on canvas;430cm x 380cm;Nice, musée Jules Chéret
2150;Lerolle, Henri;Dans la campagne;1880;2296;1st class medal;Genre Painting;;426cm x 365cm;
1152;Leroux, Charles;Les dunes d’Escoublac (Loire-inférieure);1848;2937;Rappel of 2nd class medal;Landscape;Oil on canvas;184cm x 103cm;Nantes, Archives départementales de Loire Atlantique
1157;Leroux, Charles;Un ruisseau;1848;2938;Rappel of 2nd class medal;Landscape;;;
1151;Leroux, Charles;Chemin dans un bois;1848;2939;Rappel of 2nd class medal;Landscape;;;
1154;Leroux, Charles;Souvenir des bords de la Sèvre;1848;2940;Rappel of 2nd class medal;Landscape;;;
1156;Leroux, Charles;Un étang;1848;2941;Rappel of 2nd class medal;Landscape;;;
1159;Leroux, Charles;Une lande près de Bressiure;1848;2942;Rappel of 2nd class medal;Landscape;;;
1153;Leroux, Charles;Lisière de bois au Joussiers (Haut-Poitou);1848;2943;Rappel of 2nd class medal;Landscape;;;
1160;Leroux, Charles;Vue du Croisic (Loire-Inférieure);1848;2944;Rappel of 2nd class medal;Landscape;;;
1155;Leroux, Charles;Souvenir du Soulliers (Haut-Poitou);1848;2945;Rappel of 2nd class medal;Landscape;;;
1158;Leroux, Charles;"Un terrain ; étude";1848;2946;Rappel of 2nd class medal;Landscape;;;
1166;Leroux, Charles;Prairies et marais de Corsept au mois d’août, à l’embouchure de la Loire;1859;1968;Rappel of 2nd class medal;Landscape;Oil on canvas;190cm x 113cm;Paris, musée d'Orsay
1164;Leroux, Charles;Marais de la Charlière au mois de juin (Chapelle-sur-Erdre);1859;1969;Rappel of 2nd class medal;Landscape;;;
1163;Leroux, Charles;Marais de Kramazeul;1859;1970;Rappel of 2nd class medal;Landscape;;;
1167;Leroux, Charles;Village et dunes de Saint-Brevin près de Saint-Nazaire;1859;1971;Rappel of 2nd class medal;Landscape;;;
1162;Leroux, Charles;Iles de la basse Loire à la pleine mer;1859;1972;Rappel of 2nd class medal;Landscape;;;
1165;Leroux, Charles;Pêche au saumon sur la Loire près de Nantes;1859;1973;Rappel of 2nd class medal;Landscape;;;
1161;Leroux, Charles;"Bords de l’Erdre ; effet de soleil levant";1859;1974;Rappel of 2nd class medal;Landscape;;;
2151;Leroux, Eugène;Le nouveau-né, intérieur bas-breton;1864;1211;Unique medal;Genre Painting;;;
2152;Leroux, Eugène;La carte à payer;1873;944;3rd class medal;Genre Painting;;;
2153;Leroux, Eugène;"Une ambulance privée, pendant le siége de Paris ; 1870-1871";1875;1350;2nd class medal;Genre Painting;;;
2155;Leroux, Hector;Une nouvelle vestale;1863;1198;3rd class medal;Genre Painting;Oil on canvas;190cm x 222cm;Verdun, musée de la Princerie
2154;Leroux, Hector;Croyantes;1863;1199;3rd class medal;Genre Painting;;;
2156;Leroux, Hector;Funérailles au columbarium de la maison des Césars, porte Capène à Rome;1864;1212;Unique medal;History Painting;Oil on canvas;101cm x 142cm;Paris, musée d'Orsay
2157;Leroux, Hector;La vestale Tuccia;1874;1194;2nd class medal;History Painting;;;Baltimore, Baltimore Museum of Art
